-6.258274614810943604e-02,1.000000000000000000e+00
-6.208274614810943559e-02,1.000000000000000000e+00
-6.158274614810943515e-02,1.000000000000000000e+00
-6.108274614810943470e-02,1.000000000000000000e+00
-6.058274614810943426e-02,1.000000000000000000e+00
-6.008274614810943381e-02,1.000000000000000000e+00
-5.958274614810943337e-02,1.000000000000000000e+00
-5.908274614810943293e-02,1.000000000000000000e+00
-5.858274614810943248e-02,1.000000000000000000e+00
-5.808274614810943204e-02,1.000000000000000000e+00
-5.758274614810943159e-02,1.000000000000000000e+00
-5.708274614810943115e-02,1.000000000000000000e+00
-5.658274614810943071e-02,1.000000000000000000e+00
-5.608274614810943026e-02,1.000000000000000000e+00
-5.558274614810942982e-02,1.000000000000000000e+00
-5.508274614810942937e-02,1.000000000000000000e+00
-5.458274614810942893e-02,1.000000000000000000e+00
-5.408274614810942849e-02,1.000000000000000000e+00
-5.358274614810942804e-02,8.099000000000000643e-01
-5.308274614810942760e-02,8.913499999999999757e-01
-5.258274614810942715e-02,9.116499999999999604e-01
-5.208274614810942671e-02,8.717000000000000304e-01
-5.158274614810942627e-02,8.830000000000000071e-01
-5.108274614810942582e-02,9.195499999999999785e-01
-5.058274614810942538e-02,9.264499999999999957e-01
-5.008274614810942493e-02,8.897500000000000409e-01
-4.958274614810942449e-02,8.912999999999999812e-01
-4.908274614810942404e-02,9.310500000000000442e-01
-4.858274614810942360e-02,9.286999999999999700e-01
-4.808274614810942316e-02,8.941500000000000004e-01
-4.758274614810942271e-02,8.894499999999999629e-01
-4.708274614810942227e-02,9.157500000000000639e-01
-4.658274614810942182e-02,9.272500000000000187e-01
-4.608274614810942138e-02,8.830000000000000071e-01
-4.558274614810942094e-02,8.713999999999999524e-01
-4.508274614810942049e-02,9.130500000000000282e-01
-4.458274614810942005e-02,8.759000000000000119e-01
-4.408274614810941960e-02,8.200000000000000622e-01
-4.358274614810941916e-02,8.444000000000000394e-01
-4.308274614810941872e-02,9.162500000000000089e-01
-4.258274614810941827e-02,9.229000000000000536e-01
-4.208274614810941783e-02,8.656500000000000306e-01
-4.158274614810941738e-02,8.491500000000000714e-01
-4.108274614810941694e-02,9.313000000000000167e-01
-4.058274614810941650e-02,9.305999999999999828e-01
-4.008274614810941605e-02,8.721499999999999808e-01
-3.958274614810941561e-02,8.693999999999999506e-01
-3.908274614810941516e-02,9.288499999999999535e-01
-3.858274614810941472e-02,9.286499999999999755e-01
-3.808274614810941427e-02,8.740499999999999936e-01
-3.758274614810941383e-02,8.740499999999999936e-01
-3.708274614810941339e-02,9.291500000000000314e-01
-3.658274614810941294e-02,9.203000000000000069e-01
-3.608274614810941250e-02,8.676000000000000378e-01
-3.558274614810941205e-02,8.576500000000000234e-01
-3.508274614810941161e-02,9.132500000000000062e-01
-3.458274614810941117e-02,9.025499999999999634e-01
-3.408274614810941072e-02,8.442500000000000560e-01
-3.358274614810941028e-02,8.438999999999999835e-01
-3.308274614810940983e-02,9.127000000000000668e-01
-3.258274614810940939e-02,9.251500000000000279e-01
-3.208274614810940895e-02,8.764000000000000679e-01
-3.158274614810940850e-02,8.740499999999999936e-01
-3.108274614810940806e-02,9.344000000000000083e-01
-3.058274614810940761e-02,9.302500000000000213e-01
-3.008274614810940717e-02,8.838000000000000300e-01
-2.958274614810940673e-02,8.835500000000000576e-01
-2.908274614810940628e-02,9.234499999999999931e-01
-2.858274614810940584e-02,9.300000000000000488e-01
-2.808274614810940539e-02,8.848000000000000309e-01
-2.758274614810940495e-02,8.827000000000000401e-01
-2.708274614810940450e-02,9.259500000000000508e-01
-2.658274614810940406e-02,9.347999999999999643e-01
-2.608274614810940362e-02,8.650499999999999856e-01
-2.558274614810940317e-02,8.733499999999999597e-01
-2.508274614810940273e-02,9.097500000000000586e-01
-2.458274614810940228e-02,8.939000000000000279e-01
-2.408274614810940184e-02,8.537000000000000144e-01
-2.358274614810940140e-02,8.418499999999999872e-01
-2.308274614810940095e-02,9.123499999999999943e-01
-2.258274614810940051e-02,9.142000000000000126e-01
-2.208274614810940006e-02,8.617000000000000215e-01
-2.158274614810939962e-02,8.710999999999999854e-01
-2.108274614810939918e-02,9.268499999999999517e-01
-2.058274614810939873e-02,9.219500000000000473e-01
-2.008274614810939829e-02,8.732999999999999652e-01
-1.958274614810939784e-02,8.764000000000000679e-01
-1.908274614810939740e-02,9.263500000000000068e-01
-1.858274614810939696e-02,9.222500000000000142e-01
-1.808274614810939651e-02,8.731999999999999762e-01
-1.758274614810939607e-02,8.750999999999999890e-01
-1.708274614810939562e-02,9.243000000000000105e-01
-1.658274614810939518e-02,9.238500000000000600e-01
-1.608274614810939473e-02,8.666500000000000314e-01
-1.558274614810939429e-02,8.646500000000000297e-01
-1.508274614810939385e-02,9.169000000000000483e-01
-1.458274614810939340e-02,8.971999999999999975e-01
-1.408274614810939296e-02,8.479499999999999815e-01
-1.358274614810939251e-02,8.543500000000000538e-01
-1.308274614810939207e-02,9.116999999999999549e-01
-1.258274614810939163e-02,9.140500000000000291e-01
-1.208274614810939118e-02,8.641499999999999737e-01
-1.158274614810939074e-02,8.840999999999999970e-01
-1.108274614810939029e-02,9.252500000000000169e-01
-1.058274614810938985e-02,9.204499999999999904e-01
-1.008274614810938941e-02,8.802999999999999714e-01
-9.582746148109388962e-03,8.847500000000000364e-01
-9.082746148109388518e-03,9.265499999999999847e-01
-8.582746148109388074e-03,9.081500000000000128e-01
-8.082746148109387629e-03,8.698000000000000176e-01
-7.582746148109387185e-03,8.845000000000000639e-01
-7.082746148109386741e-03,9.250500000000000389e-01
-6.582746148109386297e-03,9.232500000000000151e-01
-6.082746148109385853e-03,8.754999999999999449e-01
-5.582746148109385409e-03,8.737000000000000322e-01
-5.082746148109384965e-03,9.205999999999999739e-01
-4.582746148109384521e-03,8.957500000000000462e-01
-4.082746148109384077e-03,8.499999999999999778e-01
-3.582746148109383633e-03,8.595000000000000417e-01
-3.082746148109383189e-03,9.071500000000000119e-01
-2.582746148109382744e-03,9.237499999999999600e-01
-2.082746148109382300e-03,8.697000000000000286e-01
-1.582746148109381856e-03,8.813499999999999668e-01
-1.082746148109381412e-03,9.327999999999999625e-01
-5.827461481093809681e-04,9.273000000000000131e-01
-8.274614810938052401e-05,8.767500000000000293e-01
4.172538518906199201e-04,8.836000000000000520e-01
9.172538518906203642e-04,9.302000000000000268e-01
1.417253851890620808e-03,9.201500000000000234e-01
1.917253851890621252e-03,8.750999999999999890e-01
2.417253851890621696e-03,8.769000000000000128e-01
2.917253851890622141e-03,9.306999999999999718e-01
3.417253851890622585e-03,9.226499999999999702e-01
3.917253851890623029e-03,8.731499999999999817e-01
4.417253851890623473e-03,8.713999999999999524e-01
4.917253851890623917e-03,9.280000000000000471e-01
5.417253851890624361e-03,9.085499999999999687e-01
5.917253851890624805e-03,8.594500000000000473e-01
6.417253851890625249e-03,8.513500000000000512e-01
6.917253851890625693e-03,9.114999999999999769e-01
7.417253851890626137e-03,9.241500000000000270e-01
7.917253851890626581e-03,8.772499999999999742e-01
8.417253851890627026e-03,8.746500000000000385e-01
8.917253851890627470e-03,9.332000000000000295e-01
9.417253851890627914e-03,9.316499999999999782e-01
9.917253851890628358e-03,8.824999999999999512e-01
1.041725385189062880e-02,8.813999999999999613e-01
1.091725385189062925e-02,9.250500000000000389e-01
1.141725385189062969e-02,9.335999999999999854e-01
1.191725385189063013e-02,8.815000000000000613e-01
1.241725385189063058e-02,8.809500000000000108e-01
1.291725385189063102e-02,9.293500000000000094e-01
1.341725385189063147e-02,9.292000000000000259e-01
1.391725385189063191e-02,8.746000000000000441e-01
1.441725385189063235e-02,8.717000000000000304e-01
1.491725385189063280e-02,9.182500000000000107e-01
1.541725385189063324e-02,9.053999999999999826e-01
1.591725385189063369e-02,8.495500000000000274e-01
1.641725385189063413e-02,8.659999999999999920e-01
1.691725385189063458e-02,9.169500000000000428e-01
1.741725385189063502e-02,9.275999999999999801e-01
1.791725385189063546e-02,8.872999999999999776e-01
1.841725385189063591e-02,8.868000000000000327e-01
1.891725385189063635e-02,9.343500000000000139e-01
1.941725385189063680e-02,9.327999999999999625e-01
1.991725385189063724e-02,8.899500000000000188e-01
2.041725385189063768e-02,8.855999999999999428e-01
2.091725385189063813e-02,9.306499999999999773e-01
2.141725385189063857e-02,9.339500000000000579e-01
2.191725385189063902e-02,8.902499999999999858e-01
2.241725385189063946e-02,8.895500000000000629e-01
2.291725385189063990e-02,9.242000000000000215e-01
2.341725385189064035e-02,9.309000000000000608e-01
2.391725385189064079e-02,8.804499999999999549e-01
2.441725385189064124e-02,8.796000000000000485e-01
2.491725385189064168e-02,9.104499999999999815e-01
2.541725385189064212e-02,9.105999999999999650e-01
2.591725385189064257e-02,8.672500000000000764e-01
2.641725385189064301e-02,8.859000000000000208e-01
2.691725385189064346e-02,9.231000000000000316e-01
2.741725385189064390e-02,9.270500000000000407e-01
2.791725385189064434e-02,8.928500000000000325e-01
2.841725385189064479e-02,8.865000000000000657e-01
2.891725385189064523e-02,9.232500000000000151e-01
2.941725385189064568e-02,9.249500000000000499e-01
2.991725385189064612e-02,8.925499999999999545e-01
3.041725385189064657e-02,8.848500000000000254e-01
3.091725385189064701e-02,9.213999999999999968e-01
